	Text
3505	خدا کنه بياد ايران !
4427	در مورد الباقي قابليتهاي ان نظير دوربين و فيلمبرداري و اين حرفها هم همين بس که بگويم تا به امروز امکان نداشته دوستي فيلمها و عکسهاي من را ديده باشد و برايش باورکردني باشد چنين کيفيتي.
3325	من حدودا يه ماهه خريدمش همه چيش عاليه تو ديجي کالا نوشته 2.3 ولي اندرويد 4.0.4 پيش فرض روش بود واي فايش مشکل داره يا خاموش نميشه يا اگر روشنه واي فاي رو سرچ نميکنه ولي همچيش واقعا عاليه 
4533	انگار همون مدلاي قبله يه ذره خوشگلش کردن و بهش رسيدن .
5465	"اما در مورد کيفيت رنگش بايد بگم که تا قبل از تمام شدن رنگ اوليه،  کيفيت فوق العاده بود
متاسفانه بعد از شارژ مجدد از کيفيت رنگ اوليه کاسته شده است ولي در کل چاپگر مناسبي هست
و از خريدش پشيمون نميشيد."
2168	در نقد و بررسی HX100v عنوان کرده بودیم که نداشتن کفشک فلاش اکسترنال برای آن یک نقطه‌ی ضعف محسوب می‌شود.
6400	در پايان اگر بخواهم به شما توصيه کنم که بين تبلت هاي اندرويدي و ipad يکي را انتخاب کنيد صرف نظر از سخت افزار قدرتمند تبلت هاي ايسوس حتماً به شما پيشنهاد ميکنم ipad بخريد.
5068	با سلام.
1892	گلکسی اس3 یکی از بهترین گوشی‌های موجود در بازار برای مرورگری اینترنت است.
758	همانند بیشتر دوربین های امروزی و همه‌ی دوربین های سری A،  این دوربین هم مجهز به مود عکاسی Smart Auto یا همان intelligent Auto یا اتوماتیک هوشمند می‌باشد.
5154	براي دستان کوچک و خانوم ها (بعنوان گوشي اصلي) پيشنهاد نميشه و بيشتر بايد به چشم تبلت 5 اينچي بهش نگاه کنند.
4313	تا يکي دو روز آينده هم يه خورده ديگه روش تست انجام مي دم و مرحله به مرحله تو همين جا براتون کامنت مي زارم.
3177	ميخوام بخرمش.
3142	بعد از شش ماه کار کردن با اين مدل مي‌تونم بگم که حرف نداره.
616	بدین ترتیب به راحتی به کمک قلم آن که دارای یک میکروفون و بلندگو است،   به تماس خود پاسخ داده و در پایان به کارتان ادامه می‌دهید.
2905	در ضمن، یک دوربین 2 مگاپیکسلی نیز برای انجام مکالمات تصویری وجود دارد که برای این منظور بسیار مناسب و با کیفیت است.
6993	ضمن اين‌که هم اکنون حافظه‌هاي جديدي با ظرفيت ۲۵۶ مگابايت به بازار عرضه شده که از سرعت و قابليت‌هاي بالاتري نسبت به اين نوع حافظه‌ها برخوردار هستند.
177	در مجموع می‌توان گفت که با توجه به قیمت دستگاه،  G580 از کیفیت ساخت بسیار رضایت بخشی برخوردار است.
2535	البته در تست‌های ما این باتری تا یک و نیم روز استفاده عادی دوام آورد و جالب اینکه در حالت آماده به کار،  بیش از 14 روز شارژ دهی نمود.
360	باتری انرژی مورد نیاز برای این دستگاه توسط یک باتری لیتیوم یونی تامین می‌شود که دارای ظرفیت 1650 میلی آمپر است.
3999	"با سلام
گوشي خوبيه ولي منو نا اميد کرد به نظر من آيفون 4اس رو کمي پيشرفته کردن شده آيفون5 اون چيزي که انتظار داشتم نيست پس درود بر سامسونگ و گوشي فوق العاده آن يعني نوت2 ."
2304	سونی تعداد زیادی سرویس و برنامه بطور پیش فرض بر روی این تبلت قرار داده است که برای مثال میتوان به Video Unlimited و Music Unlimited اشاره کرد.
327	دکمه پاور و جک هدفون 3.5 میلی متری نیز فضای لبه بالایی گوشی را به خود اختصاص داده‌اند.
1401	اما بوسیله ی پایه ای که در زیر دوربین قرار می گیرد و توانایی چرخش دارد،  می توانید جهت فیلم برداری دوربین را تغییر دهید و حتی به جای مناظر روبرو از چهره ی خود فیلم برداری کنید.
2813	تست پرینت 5 صفحه ای ما 27 ثانیه به طول انجامید که برابر با چیزی در حدود 11.1 صفحه در دقیقه است.
3433	آدم با پولش ميتونه دو تا گوشي هم سطح desire x بخره!
6075	ايا اين طراحي توي ايفون 4 و 4s استفاده نشد ؟
4256	يه مسئله ديگه اي هم که منو در مورد اين دستگاه آزار ميده همون رزولوشن پائين نمايش اونه که واقعا قابل حس هست .
2217	نوکیا در این مدل مانند دیگر محصولات خانواده Asha از سیستم عامل S40 که ارتقا یافته سیستم عامل S30 می‌باشد بهره برده است.
2154	یک ویژگی بسیار خوب دیگر در مورد این دوربین،  شارژدهی باتری آن می‌باشد که از مدل پیشین بیشتر است.
6514	کيفيت عکس‌هاي گرفته شده هم از رقيبش کمتر نيست و حتي بهتره .
7266	همونطور که Galaxy Note مناسب نبود و نيست براي کساني که ميخوان متفاوت باشن دقيقا همون چيزي هست که بدنبالش هستند.
1398	همچنین تایمر و توانایی عکاسی پیاپی با سرعت 3 فریم بر ثانیه را هم دارد.
2557	نمایشگر این گوشی 3.5 اینچی با رزولوشن HVGA است.
4548	"درود
اين محصول سامسونگ از جهات بسياري مطلوب و قابل قبول است اما بنده بعد از خريد اين محصول متوجه شدم که اولا فاقد امکان تصوير در تصوير ميباشد و همينطور بعد از استفاده از عينک سه بعدي آن توسط خودم و اعضا خانواده همگي دچار سردرد و تهوع شديم که در مقايسه با محصولات مشابه ال جي که داراي عينک پسيو هستند اين معضل بزرگيست."
4584	من حدود دو ماهه اينو خريدم.
2702	این گوشی از باتری لیتیوم یونی 1650 میلی آمپر بهره می‌برد.
7053	• تمام اين ريجن‌ها در بازار ايران (تهران) يافت مي‌شوند و شما بسته به شرايط خود مي‌توانيد ريجن مورد نظر خود را تهيه کنيد.
3345	اگر با xperia ray کار کرده باشيد دکمه هاي خيلي حساسي داره طبق گفته ي خود سوني شما اگر در حال اجراي 1 برنامه يا.
6178	آيپاد يک ايده آل براي عاشقان سرگرمي و موسيقي آيپد يک سوپر هيرو.
1139	این گوشی 135 گرم وزن دارد و تقریبا هم وزن گوشی‌های HTC One X و Samsung Galaxy S III می‌باشد.
