Keywords	Targets	Text	Value
[]	[]	من هم new ipad و هم TF700T را تجربه کرده ام و قاطعانه به شما مي گويم که ايپد يک چيز ديگه است از لحاظ قيمت با هم تقريبا برابر هستند و به نظر من اگر مي خواهيد پول خرج کنيد به نظر من ايپد بهترين تبلت جهان است و از TF700T يا هر تبلت ديگري خيلي بهتره و اين را يادتون باشه که اندرويد براي گوشي موبايل خوبه و به نظر من در موبايل از ios بهتره ولي در مورد تبلت خيلي بهتره زيرا در تبلت استاده بيشتري از سخت افزار مي کنيد و در تبلت تنوع و کيفيت نرم افزار ها خيلي مهمه.	0
[]	[]	اميدوارم که به شما در انتخاب بهترين کمک کرده باشم با تشکر از توجه شما پيمان	0
[]	[]	من يکيشو امتحان کردم .	0
[{'Position': ['14', '19'], 'Value': '+', 'Text': 'عاليه'}]	[]	نسبت به قيمتش عاليه.	+2
[]	[]	بخصوص که نياز به پاور برق شهر نداره.	+1
[]	[]	ضمنا کليدهاي کپي ،  اسکن،  ايميل و pdf اش کار کردن با برنامه هاي سخت و سنگين مثل فتوشاپ رو براي يک اسکن ساده حذف کرده .	0
[{'Position': ['65', '68'], 'Value': '+', 'Text': 'شيک'}, {'Position': ['71', '75'], 'Value': '+', 'Text': 'تميز'}, {'Position': ['32', '36'], 'Value': '+', 'Text': 'راحت'}]	[{'Position': ['61', '64'], 'Value': '', 'Text': 'کپي', 'RelationText': 'کپي', 'Opinions': [{'Position': ['65', '68'], 'Value': '+', 'Text': 'شيک'}, {'Position': ['71', '75'], 'Value': '+', 'Text': 'تميز'}]}]	با کليد کپي اگر پرينتر وصل باشه راحت و بدون هيچ عملکرد اضافي کپي شيک و تميز ميگيره.	+1
[{'Position': ['9', '18'], 'Value': '+', 'Text': 'بسيار کمي'}]	[{'Position': ['5', '8'], 'Value': '', 'Text': 'جاي', 'RelationText': 'جا', 'Opinions': [{'Position': ['9', '18'], 'Value': '+', 'Text': 'بسيار کمي'}]}]	ضمنا جاي بسيار کمي ميگيره.	+2
[{'Position': ['422', '433'], 'Value': '+', 'Text': 'بسيار باريک'}, {'Position': ['436', '439'], 'Value': '+', 'Text': 'سبک'}, {'Position': ['458', '471'], 'Value': '+', 'Text': 'بسيار کار آمد'}, {'Position': ['511', '517'], 'Value': '+', 'Text': 'مناسبه'}, {'Position': ['99', '102'], 'Value': '+', 'Text': 'خوب'}, {'Position': ['349', '354'], 'Value': '+', 'Text': 'عاليه'}, {'Position': ['442', '444'], 'Value': '+', 'Text': 'کم'}]	[{'Position': ['505', '510'], 'Value': '', 'Text': 'قيمتي', 'RelationText': 'قیمت', 'Opinions': [{'Position': ['511', '517'], 'Value': '+', 'Text': 'مناسبه'}]}, {'Position': ['328', '333'], 'Value': '', 'Text': 'کيفيت', 'RelationText': 'کيفيت اسکن', 'Opinions': [{'Position': ['349', '354'], 'Value': '+', 'Text': 'عاليه'}]}, {'Position': ['336', '342'], 'Value': '', 'Text': 'شفافيت', 'RelationText': 'شفافيت اسکن', 'Opinions': [{'Position': ['349', '354'], 'Value': '+', 'Text': 'عاليه'}]}, {'Position': ['445', '449'], 'Value': '', 'Text': 'حجمه', 'RelationText': 'حجم', 'Opinions': [{'Position': ['442', '444'], 'Value': '+', 'Text': 'کم'}]}]	طي 6 ماهي که اين اسکنرو خريدم حدود 1000 تا 1200 قطعه سند باهاش اسکن و PDF کردم قابليت 1---- مشخصهء خوب اين اسکنر، جدا سازيه عکسهاي کوچيکه (به اين منظور که اگه شما 3 تا 8 قطعه عکس کوچيک داشته باشين و بخواين همرو يکجا اسکن کنين، هر کدوم 1 فايل جدا ميشه) قابليت 2---- بدون برق و با استفاده از پورت USB راه اندازي ميشه قابليت 3---- کيفيت و شفافيت اسکنش عاليه قابليت 4---- امکان PDF کردن متون و عکس رو همزمان داره قابليت 5---- بسيار باريک و سبک و کم حجمه و در کل بسيار کار آمد و براي کاربران خانگي يه اسکنر با قيمتي مناسبه	+2
[{'Position': ['25', '35'], 'Value': '+', 'Text': 'جذابيت هاي'}, {'Position': ['265', '275'], 'Value': '+', 'Text': 'قابل قبولي'}, {'Position': ['412', '417'], 'Value': '', 'Text': 'واقعا'}, {'Position': ['472', '476'], 'Value': '+', 'Text': 'راحت'}, {'Position': ['627', '632'], 'Value': '', 'Text': 'واقعا'}, {'Position': ['639', '645'], 'Value': '+', 'Text': 'مناسبي'}]	[{'Position': ['259', '264'], 'Value': '', 'Text': 'کيفيت', 'RelationText': 'کيفيت حسگر', 'Opinions': [{'Position': ['265', '275'], 'Value': '+', 'Text': 'قابل قبولي'}]}]	سري جديد دوربين هاي فوجي جذابيت هاي غير قابل انکاري به ارمغان آورده که به سادگي نميشه از کنار اون گذشت در واقع دوربين Fujifilm Finepix S3200 رو هم ميتوان در خانواده سوپر زوم ها قرار داد و هم وايد ها حسگر اين دوربين با اندازه 1/2.3 اينچ - 4.55 × 6.17 ميلي‌متر کيفيت قابل قبولي اونم تو اين رنج قيمتي ميده کيفيت رنگها ،  کيفيت عکسها در حالت زوم ،  کيفيت صفحه نمايش و قدرت فلاش اين دوربين هم در خانواده slr like  ها واقعا حرف براي گفتن داره اگر دنبال خريد يه دوربين با کاربرد راحت هستيد و تمايل نداريد هزينه هاي بالاي دوربين هاي slr  و لنز هاي گران آن ،  همچنين وزن سنگين و محدوديت هاي يک slr  رو تجربه کنيد Fujifilm Finepix S3200 واقعا گزينه مناسبي محسوب ميشه البته اگر توي همين سبک دوربين يعني slr like ها دنبال يه دوربين بهتر ميگرديد بهتره سراغ سري g شرکت کانن بريد که البته حسگري جديد تر )cmos ) و البته بزرگتر رو به همراه داره .	+1
[]	[]	ولي قيمتي تقريبا 2 برابر اين دوربين رو هم بايد بپردازيد در عين حال انتخاب با شماست 	0
[{'Position': ['34', '42'], 'Value': '+', 'Text': 'خيلي خوب'}, {'Position': ['83', '85'], 'Value': '-', 'Text': 'بد'}, {'Position': ['86', '90'], 'Value': '-', 'Text': 'نيست'}, {'Position': ['218', '227'], 'Value': '+', 'Text': 'خيلي خوبه'}, {'Position': ['357', '366'], 'Value': '+', 'Text': 'خيلي خوبه'}, {'Position': ['377', '383'], 'Value': '+', 'Text': 'بالايي'}, {'Position': ['407', '411'], 'Value': '+', 'Text': 'خوبه'}, {'Position': ['426', '429'], 'Value': '', 'Text': 'ولي'}, {'Position': ['475', '483'], 'Value': '+', 'Text': 'خيلي خوب'}, {'Position': ['484', '488'], 'Value': '-', 'Text': 'نيست'}, {'Position': ['509', '518'], 'Value': '-', 'Text': 'مشکل هايي'}, {'Position': ['555', '559'], 'Value': '-', 'Text': 'نيست'}, {'Position': ['573', '578'], 'Value': '+', 'Text': 'کفايت'}, {'Position': ['560', '563'], 'Value': '', 'Text': 'ولي'}, {'Position': ['620', '629'], 'Value': '+', 'Text': 'خيلي خوبي'}, {'Position': ['649', '658'], 'Value': '+', 'Text': 'خيلي خوبه'}, {'Position': ['669', '674'], 'Value': '+', 'Text': 'درستي'}]	[{'Position': ['193', '203'], 'Value': '', 'Text': 'کيفيت عکسش', 'RelationText': 'کيفيت عکس', 'Opinions': [{'Position': ['218', '227'], 'Value': '+', 'Text': 'خيلي خوبه'}]}, {'Position': ['369', '376'], 'Value': '', 'Text': 'رزولوشن', 'RelationText': 'رزولوشن', 'Opinions': [{'Position': ['377', '383'], 'Value': '+', 'Text': 'بالايي'}]}, {'Position': ['616', '619'], 'Value': '', 'Text': 'زوم', 'RelationText': 'زوم', 'Opinions': [{'Position': ['620', '629'], 'Value': '+', 'Text': 'خيلي خوبي'}]}, {'Position': ['635', '645'], 'Value': '', 'Text': 'کيفيت رنگش', 'RelationText': 'کيفيت رنگ', 'Opinions': [{'Position': ['649', '658'], 'Value': '+', 'Text': 'خيلي خوبه'}]}]	بايد بگم نسبت به تست هايي که کردم خيلي خوب جواب داد در مورد فيلم برداريش  بايد گفت بد نيست و قابليت اين رو داره که از يک گردش و يا يک مراسم خانگي فيلم يادگاري برداريد اما در مورد عکس :بايد گفت کيفيت عکسش نسبت به قيمتش خيلي خوبه چون الان اگر بخواي دوربيني با اين کيفيت بخري (در مارک هاي ديگر مثل کنون ) بايد بيشتر خرج کني عکس هايي که به صورت آتليه اي ميگيره خيلي خوبه و رزولوشن بالايي داره عکس هاي طبيعتش هم خوبه و قابل تعريفه ولي مثل تمام دوربين هاي ديجيتال عکس هاي شبانه اش خيلي خوب نيست و يکي از اساسي ترين مشکل هايي که داره لنز ثابتش هست که قابل تعويض نيست ولي لنز خودش کفايت ميکنه چون اولا اصلاح شده است و ثانيا زوم خيلي خوبي داره کيفيت رنگش هم خيلي خوبه و عکس هاي درستي ميگيره و بايد گفت جثه کوچک اون خيلي به نفع عکاسه  چون همه جا جا ميشه 	+2
[{'Position': ['93', '97'], 'Value': '+', 'Text': 'خوبي'}, {'Position': ['189', '193'], 'Value': '+', 'Text': 'خوبي'}, {'Position': ['233', '243'], 'Value': '+', 'Text': 'واقعا عالي'}, {'Position': ['441', '446'], 'Value': '', 'Text': 'ممکنه'}, {'Position': ['517', '528'], 'Value': '+', 'Text': 'واقها عاليه'}, {'Position': ['538', '542'], 'Value': '-', 'Text': 'ضعفي'}, {'Position': ['529', '532'], 'Value': '', 'Text': 'فقط'}, {'Position': ['562', '567'], 'Value': '-', 'Text': 'نميشه'}, {'Position': ['56', '71'], 'Value': '+', 'Text': 'بسيار سپاسگزارم'}]	[{'Position': ['86', '92'], 'Value': '', 'Text': 'کارايي', 'RelationText': 'کارايي', 'Opinions': []}, {'Position': ['504', '516'], 'Value': '', 'Text': 'فيلم برداريش', 'RelationText': 'فيلم برداري', 'Opinions': [{'Position': ['517', '528'], 'Value': '+', 'Text': 'واقها عاليه'}]}, {'Position': ['175', '179'], 'Value': '', 'Text': 'وضوح', 'RelationText': 'وضوح عکس', 'Opinions': [{'Position': ['189', '193'], 'Value': '+', 'Text': 'خوبي'}]}, {'Position': ['182', '188'], 'Value': '', 'Text': 'شفافيت', 'RelationText': 'شفافيت عکس', 'Opinions': [{'Position': ['189', '193'], 'Value': '+', 'Text': 'خوبي'}]}]	اولا از ديجي کالا به خاطر نوع بسته بندي و کيفيت کالاهاش بسيار سپاسگزارم نسبت به قيمتش کارايي خوبي داره  عکسهايي که ميگيره در شرايط نوري خوب در مقايسه با دوربين sony wx7 کيفيت وضوح و شفافيت خوبي داره در هنگام زوم 24x عکسهاي گرفته شده واقعا عالي هستند براي مثال پس از زوم 100% ديجيتال روي عکس افت کيفيتي مشاهده نميشه در منوي sport اگه با فلاش عکس گرفته بشه عکسها  داراي شفافيت غير معمولي پيدا ميکنن پيشنهاد ميکنم از رم 8 گيگ استفاده نکنين چون ممکنه هنگام بررسي و مشاهده عکسها دوربين  در بعضع وقتها هنگ کنه فيلم برداريش واقها عاليه فقط تنها ضعفي که اين دوربين داره نميشه هنگام فيلمبرداري عکس گرفت پيشنهاد ميکنم در هنگام زوم 24x اگه از سه پايه استفاده نميکنين براي لرزش کمتر از منو sport استفاده بشه پيشنها ميکنم از باطري هاي powercycle اورجينال سوني استفاده بشه تا تعداد عکسهاي بالاتري بشه گرفت فيلم هاي گرفته شده نسبت به زمان فيلم داراي حجم بالايي دارند براي مثال فيلم 7 دقيقه اي حدودا 1400 مگابايت فضا اشغال ميکنه 	+2
[{'Position': ['69', '74'], 'Value': '+', 'Text': 'راضيم'}, {'Position': ['118', '122'], 'Value': '-', 'Text': 'منفي'}, {'Position': ['146', '151'], 'Value': '-', 'Text': 'نداره'}, {'Position': ['327', '332'], 'Value': '-', 'Text': 'نميشه'}, {'Position': ['611', '614'], 'Value': '+', 'Text': 'خوب'}, {'Position': ['615', '619'], 'Value': '-', 'Text': 'نيست'}, {'Position': ['639', '643'], 'Value': '-', 'Text': 'کنده'}, {'Position': ['718', '729'], 'Value': '-', 'Text': 'خيلي بالايي'}, {'Position': ['810', '820'], 'Value': '-', 'Text': 'خيلي زياده'}, {'Position': ['896', '900'], 'Value': '+', 'Text': 'مثبت'}, {'Position': ['936', '940'], 'Value': '+', 'Text': 'شکيل'}, {'Position': ['943', '951'], 'Value': '+', 'Text': 'حرفه ايش'}, {'Position': ['918', '923'], 'Value': '+', 'Text': 'بالاش'}, {'Position': ['968', '974'], 'Value': '', 'Text': 'پايينش'}, {'Position': ['993', '997'], 'Value': '+', 'Text': 'راضي'}, {'Position': ['1019', '1029'], 'Value': '+', 'Text': 'نسبتا خوبي'}]	[{'Position': ['65', '68'], 'Value': '', 'Text': 'ازش', 'RelationText': 'دوربین', 'Opinions': [{'Position': ['69', '74'], 'Value': '+', 'Text': 'راضيم'}]}, {'Position': ['623', '629'], 'Value': '', 'Text': 'فوکوسش', 'RelationText': 'فوکوس', 'Opinions': [{'Position': ['639', '643'], 'Value': '-', 'Text': 'کنده'}]}, {'Position': ['714', '717'], 'Value': '', 'Text': 'حجم', 'RelationText': 'حجم', 'Opinions': [{'Position': ['718', '729'], 'Value': '-', 'Text': 'خيلي بالايي'}]}, {'Position': ['767', '778'], 'Value': '', 'Text': 'صداي موتورش', 'RelationText': 'صداي موتور', 'Opinions': [{'Position': ['810', '820'], 'Value': '-', 'Text': 'خيلي زياده'}]}, {'Position': ['931', '935'], 'Value': '', 'Text': 'ظاهر', 'RelationText': 'ظاهر', 'Opinions': [{'Position': ['936', '940'], 'Value': '+', 'Text': 'شکيل'}, {'Position': ['943', '951'], 'Value': '+', 'Text': 'حرفه ايش'}]}, {'Position': ['904', '907'], 'Value': '', 'Text': 'زوم', 'RelationText': 'زوم', 'Opinions': [{'Position': ['918', '923'], 'Value': '+', 'Text': 'بالاش'}]}, {'Position': ['910', '917'], 'Value': '', 'Text': 'رزولوشن', 'RelationText': 'رزولوشن', 'Opinions': [{'Position': ['918', '923'], 'Value': '+', 'Text': 'بالاش'}]}, {'Position': ['963', '967'], 'Value': '', 'Text': 'قيمت', 'RelationText': 'قيمت', 'Opinions': [{'Position': ['968', '974'], 'Value': '', 'Text': 'پايينش'}]}, {'Position': ['1011', '1018'], 'Value': '', 'Text': 'تنظيمات', 'RelationText': 'تنظيمات', 'Opinions': [{'Position': ['1019', '1029'], 'Value': '+', 'Text': 'نسبتا خوبي'}]}]	حدودا يک ماهه که اين دوربينو خريدم بايد بگم باتوجه به قيمت خريدم ازش راضيم و تجربه اين يه ماهه رو ميگم ابتدا چند نکته منفي : 1- نشانگر شارژ باتري نداره (البته به مرور زمان ميزان کارايي باتريها دستتون مياد ولي خوب اعتباري بهش نيست و اين مشکلو ميشه با باتري زاپاس حل کرد که خوب اينم هزينه برداره)2- رو باتريهايي که با دوربين هست نميشه حساب کرد (يا شايد براي من اينجوري بود چون بعد از يه بار استفاده ديگه شارژ نميشه البته من اينو بايه نفر ديگه هم که فوجي داشت چک کردم اونم همينو گفت)3- براي عکسهاي خوب انداختن بايد زياد باهاش کار کنيد و تنظيمش کنيد که نياز به اطلاعات عکاسي داره و براي افرادي که حوصله تنظيم ندارن خوب نيست.4- فوکوسش يک مقدار کنده و مخصوصا در فيلم برداري اين موضوع خيلي حس ميشه5- بنظرم فرمت ويدئو هاش حجم خيلي بالايي داره و خيلي زود مموري رو پر ميکنه6-  صداي موتورش موقع زوم کردن هنگام فيلمبرداري خيلي زياده (کلا زياد بدرد فيلمبرداري نميخوره ولي براي فيلم گرفتن ساده بدک نيست)و نکات مثبت:1- زوم و رزولوشن بالاش بهمراه ظاهر شکيل و حرفه ايش با توجه به قيمت پايينش شما رو از خريدتون راضي نگه ميداره2- تنظيمات نسبتا خوبي داره از حالتهاي مختلف عکاسي تا تنظيمات محدود شاتر و ديافراگم و ..	-1
